Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2022-06-27,2022,6,2,Monday,No,Yes,WH004,General,24074,39.0,47,Dust Storm,74,267,31889.36,146.71,12,7.7,4.6,7.0,65.0,65,88.6,93.77
2022-06-27,2022,6,2,Monday,No,Yes,WH003,General,18204,39.0,47,Dust Storm,96,385,39020.03,174.28,15,10.3,6.8,7.6,84.2,71,98.6,96.3
2022-06-27,2022,6,2,Monday,No,Yes,WH001,General,23238,39.0,47,Dust Storm,78,290,29485.21,194.52,16,8.4,5.5,6.9,71.7,62,98.0,93.08
2022-06-27,2022,6,2,Monday,No,Yes,WH002,General,18912,39.0,47,Dust Storm,88,282,29562.32,190.96,14,8.6,4.9,7.6,76.9,55,86.5,92.68
2022-06-27,2022,6,2,Monday,No,Yes,LA001,Live Animal,11771,39.0,47,Dust Storm,40,6,219.6,3.96,1,1.1,0.0,7.4,22.8,19,98.5,133.07
2022-06-27,2022,6,2,Monday,No,Yes,EX001,Express,14467,39.0,47,Dust Storm,70,226,4613.45,40.52,13,6.6,7.6,7.9,63.0,43,89.8,123.24
2022-06-27,2022,6,2,Monday,No,Yes,DG001,Dangerous Goods,11016,39.0,47,Dust Storm,82,113,7032.75,14.16,5,3.9,0.6,7.0,51.4,24,98.3,120.95
2022-06-27,2022,6,2,Monday,No,Yes,CW002,Cold,13143,39.0,47,Dust Storm,99,260,24188.11,101.66,13,7.8,2.6,11.7,75.4,50,94.1,193.56
2022-06-27,2022,6,2,Monday,No,Yes,CW001,Cold,13828,39.0,47,Dust Storm,85,261,21665.43,74.26,10,7.5,2.9,12.4,69.8,52,94.3,189.35
2022-06-27,2022,6,2,Monday,No,Yes,VW001,Valuable,4419,39.0,47,Dust Storm,62,34,431.01,2.32,2,1.9,0.5,4.6,28.9,13,90.0,73.28
2022-06-28,2022,6,2,Tuesday,No,Yes,WH002,General,18912,37.0,40,Dust Storm,84,230,27222.71,125.21,9,7.6,4.4,6.7,72.8,61,98.0,84.07
2022-06-28,2022,6,2,Tuesday,No,Yes,WH005,General,20253,37.0,40,Dust Storm,99,450,51216.56,222.04,25,12.0,7.6,6.5,95.0,66,92.3,92.72
2022-06-28,2022,6,2,Tuesday,No,Yes,WH006,General,20006,37.0,40,Dust Storm,80,328,37246.17,195.78,20,9.1,5.5,7.0,71.1,67,93.6,85.64
2022-06-28,2022,6,2,Tuesday,No,Yes,WH004,General,24074,37.0,40,Dust Storm,99,379,38946.64,216.3,17,10.2,6.6,6.8,90.2,63,88.6,97.8
2022-06-28,2022,6,2,Tuesday,No,Yes,WH003,General,18204,37.0,40,Dust Storm,89,376,32626.44,142.63,16,10.6,6.4,6.8,85.1,67,88.0,93.74
2022-06-28,2022,6,2,Tuesday,No,Yes,WH001,General,23238,37.0,40,Dust Storm,99,449,43715.01,230.87,22,12.0,7.9,6.4,94.3,68,92.5,99.3
2022-06-28,2022,6,2,Tuesday,No,Yes,CW002,Cold,13143,37.0,40,Dust Storm,78,198,21208.96,98.37,9,6.1,2.4,12.0,62.3,51,91.2,186.77
2022-06-28,2022,6,2,Tuesday,No,Yes,LA001,Live Animal,11771,37.0,40,Dust Storm,53,11,355.44,5.43,1,1.0,0.0,6.6,22.2,17,95.0,136.8
2022-06-28,2022,6,2,Tuesday,No,Yes,EX001,Express,14467,37.0,40,Dust Storm,94,369,7944.34,55.98,19,10.1,12.2,6.9,95.0,49,94.3,131.26
2022-06-28,2022,6,2,Tuesday,No,Yes,DG001,Dangerous Goods,11016,37.0,40,Dust Storm,62,48,3917.93,9.86,2,2.1,0.3,6.6,32.3,25,85.8,108.29
2022-06-28,2022,6,2,Tuesday,No,Yes,VW001,Valuable,4419,37.0,40,Dust Storm,59,47,335.77,1.89,2,1.9,0.2,3.8,26.1,15,87.7,72.69
2022-06-28,2022,6,2,Tuesday,No,Yes,CW001,Cold,13828,37.0,40,Dust Storm,73,236,19622.41,71.36,11,6.6,2.8,11.6,59.0,45,98.2,182.3
2022-06-29,2022,6,2,Wednesday,No,Yes,WH001,General,23238,39.2,43,Dust Storm,75,305,35369.99,182.61,15,8.7,5.1,7.8,75.9,65,87.5,95.61
2022-06-29,2022,6,2,Wednesday,No,Yes,WH006,General,20006,39.2,43,Dust Storm,97,386,34127.47,181.33,17,10.3,7.3,7.7,86.7,80,94.0,89.65
2022-06-29,2022,6,2,Wednesday,No,Yes,WH005,General,20253,39.2,43,Dust Storm,99,368,36837.42,196.75,20,10.0,6.7,7.3,84.0,75,86.4,96.47
2022-06-29,2022,6,2,Wednesday,No,Yes,WH004,General,24074,39.2,43,Dust Storm,67,305,35559.56,173.75,17,8.8,5.7,7.8,71.9,65,91.3,87.93
2022-06-29,2022,6,2,Wednesday,No,Yes,WH003,General,18204,39.2,43,Dust Storm,67,202,23716.8,109.18,11,6.7,3.3,7.2,55.6,53,96.3,82.72
2022-06-29,2022,6,2,Wednesday,No,Yes,WH002,General,18912,39.2,43,Dust Storm,89,318,38438.91,195.03,13,9.6,5.9,7.8,81.5,72,90.5,97.07
2022-06-29,2022,6,2,Wednesday,No,Yes,VW001,Valuable,4419,39.2,43,Dust Storm,28,22,162.19,1.11,1,1.2,0.2,4.5,17.9,10,93.9,68.47
2022-06-29,2022,6,2,Wednesday,No,Yes,EX001,Express,14467,39.2,43,Dust Storm,68,210,4891.05,38.52,10,6.7,7.4,7.8,64.0,43,86.5,122.59
2022-06-29,2022,6,2,Wednesday,No,Yes,DG001,Dangerous Goods,11016,39.2,43,Dust Storm,64,38,2197.3,5.47,1,2.5,0.2,7.5,30.4,23,94.3,113.96
2022-06-29,2022,6,2,Wednesday,No,Yes,CW002,Cold,13143,39.2,43,Dust Storm,82,150,16257.53,71.9,6,4.9,1.5,12.0,49.6,40,91.2,185.13
2022-06-29,2022,6,2,Wednesday,No,Yes,CW001,Cold,13828,39.2,43,Dust Storm,85,223,23442.88,86.11,9,6.5,2.2,12.5,62.0,41,88.6,190.72
2022-06-29,2022,6,2,Wednesday,No,Yes,LA001,Live Animal,11771,39.2,43,Dust Storm,39,14,331.55,5.17,1,1.4,0.0,7.4,18.8,18,90.5,136.46
2022-06-30,2022,6,2,Thursday,No,Yes,WH005,General,20253,37.8,37,Dust Storm,85,317,33467.58,203.88,13,8.8,5.9,6.8,76.9,65,87.7,93.52
2022-06-30,2022,6,2,Thursday,No,Yes,WH004,General,24074,37.8,37,Dust Storm,77,323,36868.84,161.64,16,9.5,5.6,6.4,75.0,56,92.7,90.04
2022-06-30,2022,6,2,Thursday,No,Yes,WH003,General,18204,37.8,37,Dust Storm,99,303,28031.48,112.42,17,9.1,5.4,6.5,78.9,65,97.9,86.06
2022-06-30,2022,6,2,Thursday,No,Yes,WH002,General,18912,37.8,37,Dust Storm,94,256,24109.75,147.85,10,8.5,4.8,7.0,73.7,54,95.3,87.84
2022-06-30,2022,6,2,Thursday,No,Yes,WH001,General,23238,37.8,37,Dust Storm,88,248,24283.18,100.92,13,7.8,3.9,7.2,73.9,52,98.5,90.42
2022-06-30,2022,6,2,Thursday,No,Yes,WH006,General,20006,37.8,37,Dust Storm,99,297,25295.63,135.85,16,9.3,5.1,6.5,87.2,66,93.0,92.71
2022-06-30,2022,6,2,Thursday,No,Yes,LA001,Live Animal,11771,37.8,37,Dust Storm,60,21,664.01,7.97,1,1.1,0.0,6.7,32.5,21,96.8,139.61
2022-06-30,2022,6,2,Thursday,No,Yes,EX001,Express,14467,37.8,37,Dust Storm,97,302,6837.7,54.82,13,9.0,9.9,6.7,92.0,52,89.7,127.99
2022-06-30,2022,6,2,Thursday,No,Yes,DG001,Dangerous Goods,11016,37.8,37,Dust Storm,72,90,4596.57,15.0,4,3.2,0.6,7.3,38.1,27,85.1,110.41
2022-06-30,2022,6,2,Thursday,No,Yes,CW002,Cold,13143,37.8,37,Dust Storm,99,297,28953.7,116.65,12,7.9,3.1,12.3,73.9,59,98.0,187.9
2022-06-30,2022,6,2,Thursday,No,Yes,CW001,Cold,13828,37.8,37,Dust Storm,95,191,15428.97,71.33,11,6.0,2.4,12.2,64.9,43,86.2,184.38
2022-06-30,2022,6,2,Thursday,No,Yes,VW001,Valuable,4419,37.8,37,Dust Storm,49,26,270.63,2.2,1,1.6,0.3,4.0,26.7,10,95.6,70.36
2022-07-01,2022,7,3,Friday,Yes,Yes,WH006,General,20006,37.8,36,Dust Storm,99,334,40710.18,165.9,15,9.2,6.0,7.4,83.9,76,95.7,92.17
2022-07-01,2022,7,3,Friday,Yes,Yes,WH005,General,20253,37.8,36,Dust Storm,61,211,22829.95,108.26,11,6.9,3.6,7.3,51.4,62,90.3,86.57
2022-07-01,2022,7,3,Friday,Yes,Yes,WH004,General,24074,37.8,36,Dust Storm,84,360,35516.46,215.27,15,10.2,6.1,6.8,80.0,69,88.8,95.93
2022-07-01,2022,7,3,Friday,Yes,Yes,WH003,General,18204,37.8,36,Dust Storm,99,378,44267.52,231.34,23,10.1,6.3,7.4,86.9,74,90.1,95.49
2022-07-01,2022,7,3,Friday,Yes,Yes,WH002,General,18912,37.8,36,Dust Storm,68,322,28564.36,154.87,21,9.2,6.1,6.6,72.8,74,97.5,86.84
2022-07-01,2022,7,3,Friday,Yes,Yes,WH001,General,23238,37.8,36,Dust Storm,94,346,43174.5,234.61,23,9.6,5.9,7.0,81.5,72,95.2,89.76
2022-07-01,2022,7,3,Friday,Yes,Yes,VW001,Valuable,4419,37.8,36,Dust Storm,39,21,184.61,1.03,1,1.5,0.5,4.1,19.6,12,94.5,65.33
2022-07-01,2022,7,3,Friday,Yes,Yes,EX001,Express,14467,37.8,36,Dust Storm,99,239,2508.33,23.49,12,7.3,8.6,7.0,81.1,45,88.4,119.66
2022-07-01,2022,7,3,Friday,Yes,Yes,DG001,Dangerous Goods,11016,37.8,36,Dust Storm,75,108,8221.64,24.65,6,3.3,0.4,7.4,45.9,25,93.6,120.2
2022-07-01,2022,7,3,Friday,Yes,Yes,CW002,Cold,13143,37.8,36,Dust Storm,99,189,18919.35,90.72,8,6.5,2.4,11.6,67.2,42,94.2,182.41
2022-07-01,2022,7,3,Friday,Yes,Yes,CW001,Cold,13828,37.8,36,Dust Storm,99,263,24503.97,103.19,17,8.0,2.7,12.0,70.5,49,92.0,191.24
2022-07-01,2022,7,3,Friday,Yes,Yes,LA001,Live Animal,11771,37.8,36,Dust Storm,75,23,836.26,14.05,1,2.0,0.0,6.8,38.5,12,86.9,135.88
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH002,General,18912,38.2,43,Dust Storm,69,281,27628.16,180.59,12,8.4,5.4,7.1,67.6,65,85.4,85.64
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH006,General,20006,38.2,43,Dust Storm,99,456,38880.92,258.43,22,11.7,7.6,7.1,95.0,69,98.1,91.62
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH005,General,20253,38.2,43,Dust Storm,81,329,38456.2,229.77,20,9.2,6.0,7.0,76.2,63,87.7,88.59
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH004,General,24074,38.2,43,Dust Storm,74,235,25050.49,127.03,10,7.5,3.8,7.5,67.3,52,88.5,84.73
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH001,General,23238,38.2,43,Dust Storm,99,462,53745.43,306.08,23,12.0,8.0,6.7,95.0,79,90.7,102.14
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH003,General,18204,38.2,43,Dust Storm,75,238,21836.82,124.85,14,7.7,3.8,7.5,67.4,60,92.8,92.54
2022-07-02,2022,7,3,Saturday,Yes,Yes,LA001,Live Animal,11771,38.2,43,Dust Storm,50,14,435.9,5.47,1,0.9,0.0,7.1,25.0,15,92.0,132.24
2022-07-02,2022,7,3,Saturday,Yes,Yes,EX001,Express,14467,38.2,43,Dust Storm,97,218,2492.79,30.0,13,7.2,7.5,7.6,80.0,39,93.6,123.1
2022-07-02,2022,7,3,Saturday,Yes,Yes,VW001,Valuable,4419,38.2,43,Dust Storm,35,10,107.29,0.78,1,0.5,0.2,4.3,18.3,8,91.0,74.11
2022-07-02,2022,7,3,Saturday,Yes,Yes,DG001,Dangerous Goods,11016,38.2,43,Dust Storm,69,57,3478.77,7.48,3,2.9,0.2,7.1,37.2,26,98.0,118.08
2022-07-02,2022,7,3,Saturday,Yes,Yes,CW002,Cold,13143,38.2,43,Dust Storm,75,142,15059.57,66.37,6,4.5,1.6,12.2,45.5,39,90.7,185.24
2022-07-02,2022,7,3,Saturday,Yes,Yes,CW001,Cold,13828,38.2,43,Dust Storm,82,260,26285.8,95.51,16,7.6,2.9,11.8,61.8,50,92.4,190.98
2022-07-03,2022,7,3,Sunday,No,Yes,WH006,General,20006,37.4,49,Dust Storm,81,275,30363.92,178.87,13,8.5,5.0,6.8,73.6,65,90.1,85.01
2022-07-03,2022,7,3,Sunday,No,Yes,WH005,General,20253,37.4,49,Dust Storm,64,215,20858.26,100.52,9,6.8,3.6,7.2,60.0,64,87.4,88.0
2022-07-03,2022,7,3,Sunday,No,Yes,WH004,General,24074,37.4,49,Dust Storm,68,263,31978.07,177.75,11,7.9,4.8,6.5,65.8,68,98.0,85.07
2022-07-03,2022,7,3,Sunday,No,Yes,WH003,General,18204,37.4,49,Dust Storm,64,276,32759.19,142.3,11,7.7,4.7,6.5,65.2,63,96.6,87.19
2022-07-03,2022,7,3,Sunday,No,Yes,WH002,General,18912,37.4,49,Dust Storm,79,271,31207.83,149.64,11,7.7,5.2,6.7,70.5,64,97.8,91.79
2022-07-03,2022,7,3,Sunday,No,Yes,WH001,General,23238,37.4,49,Dust Storm,99,314,27270.53,116.12,18,9.3,5.8,6.4,80.6,73,91.3,85.5
2022-07-03,2022,7,3,Sunday,No,Yes,VW001,Valuable,4419,37.4,49,Dust Storm,24,12,109.51,0.68,1,0.8,0.1,4.4,14.1,8,97.8,71.66
2022-07-03,2022,7,3,Sunday,No,Yes,LA001,Live Animal,11771,37.4,49,Dust Storm,42,15,390.65,4.02,1,1.4,0.0,6.5,20.2,12,88.6,138.3
2022-07-03,2022,7,3,Sunday,No,Yes,EX001,Express,14467,37.4,49,Dust Storm,89,341,6333.62,46.86,22,9.5,11.7,6.4,88.0,52,93.6,130.24
2022-07-03,2022,7,3,Sunday,No,Yes,DG001,Dangerous Goods,11016,37.4,49,Dust Storm,62,64,3783.82,9.88,3,2.9,0.2,7.0,39.3,21,90.1,113.72
2022-07-03,2022,7,3,Sunday,No,Yes,CW002,Cold,13143,37.4,49,Dust Storm,72,217,19292.36,84.14,9,6.6,2.7,12.0,58.7,39,93.4,183.44
2022-07-03,2022,7,3,Sunday,No,Yes,CW001,Cold,13828,37.4,49,Dust Storm,99,319,32324.31,140.09,13,9.2,3.6,12.2,80.8,53,88.8,194.0
2022-07-04,2022,7,3,Monday,No,Yes,WH005,General,20253,37.5,47,Sunny,88,402,43796.95,196.92,26,11.0,7.1,6.7,92.7,68,93.7,90.55
2022-07-04,2022,7,3,Monday,No,Yes,WH004,General,24074,37.5,47,Sunny,64,247,23969.93,122.82,11,7.0,4.6,6.7,63.9,60,87.5,82.99
2022-07-04,2022,7,3,Monday,No,Yes,WH003,General,18204,37.5,47,Sunny,77,325,31842.81,206.41,18,8.7,5.8,6.9,74.5,69,89.2,88.25
2022-07-04,2022,7,3,Monday,No,Yes,WH002,General,18912,37.5,47,Sunny,93,419,48976.92,309.51,20,11.0,7.5,7.1,93.6,67,95.4,93.46
2022-07-04,2022,7,3,Monday,No,Yes,WH001,General,23238,37.5,47,Sunny,79,346,40497.6,243.44,14,9.5,5.9,7.1,79.7,77,90.8,89.59
2022-07-04,2022,7,3,Monday,No,Yes,WH006,General,20006,37.5,47,Sunny,75,315,34177.27,192.31,17,9.0,5.8,7.2,75.3,61,92.2,89.55
2022-07-04,2022,7,3,Monday,No,Yes,LA001,Live Animal,11771,37.5,47,Sunny,37,6,209.06,3.62,1,1.2,0.0,6.5,22.3,10,98.2,134.89
2022-07-04,2022,7,3,Monday,No,Yes,EX001,Express,14467,37.5,47,Sunny,70,180,4080.1,29.66,9,6.2,6.0,7.1,59.4,41,98.0,122.78
2022-07-04,2022,7,3,Monday,No,Yes,DG001,Dangerous Goods,11016,37.5,47,Sunny,49,31,1849.74,5.01,1,2.0,0.1,6.5,25.5,17,91.8,105.0
2022-07-04,2022,7,3,Monday,No,Yes,CW002,Cold,13143,37.5,47,Sunny,85,159,13582.36,60.91,8,5.0,1.6,11.7,53.0,46,87.7,184.87
2022-07-04,2022,7,3,Monday,No,Yes,CW001,Cold,13828,37.5,47,Sunny,86,208,19489.64,86.69,9,6.0,2.1,11.4,58.2,45,93.8,187.34
2022-07-04,2022,7,3,Monday,No,Yes,VW001,Valuable,4419,37.5,47,Sunny,46,27,279.27,1.86,1,1.9,0.2,4.4,22.4,13,98.2,68.86
2022-07-05,2022,7,3,Tuesday,No,Yes,WH005,General,20253,39.6,33,Hot,62,191,16572.16,68.58,9,6.3,3.7,7.9,54.4,63,92.3,86.17
2022-07-05,2022,7,3,Tuesday,No,Yes,WH004,General,24074,39.6,33,Hot,84,360,39177.31,199.83,22,9.7,6.6,7.8,85.1,75,85.6,95.23
2022-07-05,2022,7,3,Tuesday,No,Yes,WH003,General,18204,39.6,33,Hot,90,322,31439.34,208.31,21,9.2,6.2,7.5,76.4,75,92.9,90.35
2022-07-05,2022,7,3,Tuesday,No,Yes,WH002,General,18912,39.6,33,Hot,69,258,26156.86,172.37,12,7.2,4.5,8.0,63.8,69,94.2,91.88
2022-07-05,2022,7,3,Tuesday,No,Yes,WH001,General,23238,39.6,33,Hot,99,443,39605.53,180.68,22,11.7,8.3,8.0,95.0,69,98.4,96.66
2022-07-05,2022,7,3,Tuesday,No,Yes,WH006,General,20006,39.6,33,Hot,97,337,29160.81,126.83,16,9.8,5.9,7.4,84.5,73,91.6,92.33
2022-07-05,2022,7,3,Tuesday,No,Yes,LA001,Live Animal,11771,39.6,33,Hot,47,16,504.58,9.35,1,1.2,0.0,7.7,22.1,19,95.1,135.68
2022-07-05,2022,7,3,Tuesday,No,Yes,EX001,Express,14467,39.6,33,Hot,70,246,5274.96,37.01,15,7.0,8.3,7.2,71.0,47,87.9,119.82
2022-07-05,2022,7,3,Tuesday,No,Yes,DG001,Dangerous Goods,11016,39.6,33,Hot,58,58,3258.06,9.62,3,2.2,0.2,7.6,34.0,18,98.4,110.67
2022-07-05,2022,7,3,Tuesday,No,Yes,CW002,Cold,13143,39.6,33,Hot,82,205,19343.59,76.64,13,6.2,2.1,12.3,61.8,41,94.4,191.24
2022-07-05,2022,7,3,Tuesday,No,Yes,CW001,Cold,13828,39.6,33,Hot,95,185,17727.3,66.02,8,6.5,1.8,12.2,66.3,47,98.9,190.4
2022-07-05,2022,7,3,Tuesday,No,Yes,VW001,Valuable,4419,39.6,33,Hot,75,50,551.83,2.83,2,2.8,0.3,4.9,42.4,16,98.7,76.06
2022-07-06,2022,7,3,Wednesday,No,Yes,WH006,General,20006,39.0,46,Dust Storm,63,175,15084.36,95.5,9,5.6,3.2,7.5,46.7,54,86.5,90.05
2022-07-06,2022,7,3,Wednesday,No,Yes,WH005,General,20253,39.0,46,Dust Storm,99,452,45678.43,233.26,19,12.0,7.7,7.3,92.6,74,88.5,93.38
2022-07-06,2022,7,3,Wednesday,No,Yes,WH004,General,24074,39.0,46,Dust Storm,82,227,25271.31,101.22,11,7.3,3.6,7.9,67.8,68,97.9,92.29
2022-07-06,2022,7,3,Wednesday,No,Yes,WH003,General,18204,39.0,46,Dust Storm,89,275,27457.94,134.1,11,7.9,5.2,7.0,70.3,64,98.4,88.1
2022-07-06,2022,7,3,Wednesday,No,Yes,WH002,General,18912,39.0,46,Dust Storm,74,266,30808.44,139.82,12,8.1,4.2,7.1,68.9,67,86.5,92.01
2022-07-06,2022,7,3,Wednesday,No,Yes,WH001,General,23238,39.0,46,Dust Storm,66,303,26346.63,123.94,13,8.1,5.8,6.9,64.9,66,91.0,91.11
2022-07-06,2022,7,3,Wednesday,No,Yes,VW001,Valuable,4419,39.0,46,Dust Storm,22,13,74.03,0.53,1,0.9,0.4,4.6,10.0,12,95.8,71.24
2022-07-06,2022,7,3,Wednesday,No,Yes,EX001,Express,14467,39.0,46,Dust Storm,85,288,4188.66,51.69,16,8.6,9.6,7.5,82.7,50,87.7,120.75
2022-07-06,2022,7,3,Wednesday,No,Yes,DG001,Dangerous Goods,11016,39.0,46,Dust Storm,45,34,2188.82,5.07,1,1.6,0.0,7.2,27.5,19,95.8,112.0
2022-07-06,2022,7,3,Wednesday,No,Yes,CW002,Cold,13143,39.0,46,Dust Storm,99,323,29011.6,120.67,21,8.6,3.4,11.8,75.4,57,90.4,193.76
2022-07-06,2022,7,3,Wednesday,No,Yes,CW001,Cold,13828,39.0,46,Dust Storm,99,236,25891.82,107.29,11,6.9,2.7,12.4,70.2,52,87.2,190.29
2022-07-06,2022,7,3,Wednesday,No,Yes,LA001,Live Animal,11771,39.0,46,Dust Storm,75,12,415.11,6.01,1,1.7,0.0,7.2,37.5,18,96.3,142.57
2022-07-07,2022,7,3,Thursday,No,Yes,WH002,General,18912,38.9,46,Dust Storm,99,311,37880.88,165.56,12,9.5,5.7,7.3,80.0,69,98.0,96.08
2022-07-07,2022,7,3,Thursday,No,Yes,WH005,General,20253,38.9,46,Dust Storm,83,249,28111.18,162.36,12,7.8,4.4,7.4,67.9,52,92.0,88.62
2022-07-07,2022,7,3,Thursday,No,Yes,WH004,General,24074,38.9,46,Dust Storm,89,311,30035.96,121.66,17,8.8,5.3,7.1,73.5,72,93.9,89.1
2022-07-07,2022,7,3,Thursday,No,Yes,WH003,General,18204,38.9,46,Dust Storm,95,299,35351.6,152.73,12,8.5,5.1,7.8,80.1,58,97.4,94.59
2022-07-07,2022,7,3,Thursday,No,Yes,WH001,General,23238,38.9,46,Dust Storm,92,329,34045.23,189.12,21,9.1,5.4,7.7,80.3,60,90.3,90.98
2022-07-07,2022,7,3,Thursday,No,Yes,WH006,General,20006,38.9,46,Dust Storm,99,369,43060.6,186.68,17,10.3,6.4,7.7,86.0,59,87.8,92.36
2022-07-07,2022,7,3,Thursday,No,Yes,LA001,Live Animal,11771,38.9,46,Dust Storm,74,24,866.4,13.38,1,1.6,0.0,7.1,39.9,11,85.9,138.31
2022-07-07,2022,7,3,Thursday,No,Yes,CW001,Cold,13828,38.9,46,Dust Storm,95,307,32945.01,145.02,13,8.2,3.6,12.1,74.5,53,96.1,193.89
2022-07-07,2022,7,3,Thursday,No,Yes,CW002,Cold,13143,38.9,46,Dust Storm,90,165,14301.3,50.04,7,5.4,1.9,12.3,59.7,36,93.5,183.72
2022-07-07,2022,7,3,Thursday,No,Yes,VW001,Valuable,4419,38.9,46,Dust Storm,74,53,450.81,2.32,2,2.6,0.2,4.7,35.6,11,86.1,80.02
2022-07-07,2022,7,3,Thursday,No,Yes,EX001,Express,14467,38.9,46,Dust Storm,99,372,6308.45,62.45,16,10.1,12.9,7.4,95.0,53,92.2,128.9
2022-07-07,2022,7,3,Thursday,No,Yes,DG001,Dangerous Goods,11016,38.9,46,Dust Storm,80,54,4229.32,11.17,2,2.5,0.1,7.5,37.2,24,85.2,113.35
2022-07-08,2022,7,3,Friday,Yes,Yes,WH005,General,20253,37.5,41,Dust Storm,85,307,37231.38,156.67,20,8.7,5.7,6.9,77.4,66,88.0,89.38
2022-07-08,2022,7,3,Friday,Yes,Yes,WH004,General,24074,37.5,41,Dust Storm,96,368,41048.07,184.04,18,10.2,6.2,6.9,89.7,59,96.5,95.07
2022-07-08,2022,7,3,Friday,Yes,Yes,WH003,General,18204,37.5,41,Dust Storm,79,219,20106.14,126.23,11,6.8,4.3,7.2,65.2,63,88.9,83.9
2022-07-08,2022,7,3,Friday,Yes,Yes,WH002,General,18912,37.5,41,Dust Storm,81,278,32625.47,140.88,18,8.1,4.5,7.3,66.3,66,96.7,94.05
2022-07-08,2022,7,3,Friday,Yes,Yes,WH001,General,23238,37.5,41,Dust Storm,77,325,38130.61,249.98,21,9.5,5.7,6.8,75.4,63,94.2,88.47
2022-07-08,2022,7,3,Friday,Yes,Yes,WH006,General,20006,37.5,41,Dust Storm,68,306,33936.56,173.47,19,9.0,5.2,6.9,68.9,59,88.8,88.69
2022-07-08,2022,7,3,Friday,Yes,Yes,LA001,Live Animal,11771,37.5,41,Dust Storm,79,35,1265.15,18.6,2,2.6,0.0,6.6,38.9,14,91.7,141.77
2022-07-08,2022,7,3,Friday,Yes,Yes,EX001,Express,14467,37.5,41,Dust Storm,72,269,4294.04,32.45,15,7.5,8.8,7.2,69.9,51,97.9,120.16
2022-07-08,2022,7,3,Friday,Yes,Yes,DG001,Dangerous Goods,11016,37.5,41,Dust Storm,40,40,2009.38,5.39,1,1.2,0.3,7.2,17.3,18,90.4,108.01
2022-07-08,2022,7,3,Friday,Yes,Yes,CW002,Cold,13143,37.5,41,Dust Storm,97,275,25739.19,123.01,17,8.4,3.3,11.7,72.0,58,97.8,189.32
2022-07-08,2022,7,3,Friday,Yes,Yes,CW001,Cold,13828,37.5,41,Dust Storm,81,175,18162.09,64.59,8,6.0,1.9,11.7,61.4,40,97.1,185.56
2022-07-08,2022,7,3,Friday,Yes,Yes,VW001,Valuable,4419,37.5,41,Dust Storm,49,41,433.49,3.65,2,2.1,0.3,4.1,28.3,17,85.2,75.67
2022-07-09,2022,7,3,Saturday,Yes,Yes,WH006,General,20006,38.9,40,Cloudy,96,402,47386.91,292.23,19,10.5,7.3,7.8,85.2,67,90.8,97.1
2022-07-09,2022,7,3,Saturday,Yes,Yes,WH005,General,20253,38.9,40,Cloudy,85,331,37729.22,240.28,19,8.9,5.5,7.9,80.3,57,90.7,93.63
2022-07-09,2022,7,3,Saturday,Yes,Yes,WH004,General,24074,38.9,40,Cloudy,73,256,22513.42,127.65,13,7.6,4.5,7.7,69.7,59,93.8,86.25
2022-07-09,2022,7,3,Saturday,Yes,Yes,WH003,General,18204,38.9,40,Cloudy,73,343,40867.69,188.68,16,9.7,6.2,7.6,79.8,74,96.9,90.66
2022-07-09,2022,7,3,Saturday,Yes,Yes,WH002,General,18912,38.9,40,Cloudy,99,363,42293.58,171.37,15,10.4,6.0,7.8,83.6,76,92.2,95.14
2022-07-09,2022,7,3,Saturday,Yes,Yes,WH001,General,23238,38.9,40,Cloudy,63,170,14775.79,93.51,10,5.8,3.3,6.9,48.2,48,96.8,83.51
2022-07-09,2022,7,3,Saturday,Yes,Yes,VW001,Valuable,4419,38.9,40,Cloudy,50,26,197.12,1.17,1,1.8,0.2,4.7,29.8,15,92.1,74.99
2022-07-09,2022,7,3,Saturday,Yes,Yes,EX001,Express,14467,38.9,40,Cloudy,89,307,6304.92,51.86,12,9.0,10.1,7.5,90.1,52,92.4,129.19
2022-07-09,2022,7,3,Saturday,Yes,Yes,DG001,Dangerous Goods,11016,38.9,40,Cloudy,50,47,4019.56,11.55,1,1.7,0.3,7.4,23.5,20,89.4,115.43
2022-07-09,2022,7,3,Saturday,Yes,Yes,CW001,Cold,13828,38.9,40,Cloudy,99,291,25364.16,101.18,14,8.7,3.3,11.7,77.1,44,96.7,187.53
2022-07-09,2022,7,3,Saturday,Yes,Yes,LA001,Live Animal,11771,38.9,40,Cloudy,40,7,194.09,1.97,1,0.5,0.0,7.1,18.1,15,92.9,133.21
